county,census_tract,house_price_index,median_income,population,shop_type,num_shops
Bristol,25005613902,171.98,63603,4702,starbucks,0
Bristol,25005614000,160.94,31969,4469,dunkin_donuts,1
Bristol,25005614000,160.94,31969,4469,starbucks,0
Bristol,25005614101,211.58,58618,6739,dunkin_donuts,2
Bristol,25005614101,211.58,58618,6739,starbucks,1
Bristol,25005614102,222.99,85152,7004,dunkin_donuts,2
Bristol,25005614102,222.99,85152,7004,starbucks,0
Bristol,25005615100,230.13,85326,7173,dunkin_donuts,1
Bristol,25005615100,230.13,85326,7173,starbucks,0
Bristol,25005616100,233.99,84423,6492,dunkin_donuts,1
Bristol,25005616100,233.99,84423,6492,starbucks,0
Bristol,25005617101,248.33,87596,5000,dunkin_donuts,2
Bristol,25005617101,248.33,87596,5000,starbucks,0
Bristol,25005617102,242.4,87962,3957,dunkin_donuts,2
Bristol,25005617102,242.4,87962,3957,starbucks,0
Bristol,25005630101,238.5,60380,2745,dunkin_donuts,1
Bristol,25005630101,238.5,60380,2745,starbucks,0
Bristol,25005630102,220.84,54133,4093,dunkin_donuts,0
Bristol,25005630102,220.84,54133,4093,starbucks,0
Bristol,25005630200,571.78,113658,8123,dunkin_donuts,0
Bristol,25005630200,571.78,113658,8123,starbucks,0
Bristol,25005630300,289.65,84757,8859,dunkin_donuts,0
Bristol,25005630300,289.65,84757,8859,starbucks,0
Bristol,25005630400,239.19,72250,4959,dunkin_donuts,2
Bristol,25005630400,239.19,72250,4959,starbucks,1
Bristol,25005631100,269.49,61855,8459,dunkin_donuts,4
Bristol,25005631100,269.49,61855,8459,starbucks,0
Bristol,25005631200,262.86,75587,7069,dunkin_donuts,1
Bristol,25005631200,262.86,75587,7069,starbucks,0
Bristol,25005631300,257.05,71007,5544,dunkin_donuts,1
Bristol,25005631300,257.05,71007,5544,starbucks,0
Bristol,25005631400,164,-32396,2544,dunkin_donuts,0
Bristol,25005631400,890,-32396,2544,starbucks,0
Bristol,25005631500,214.07,56402,2472,dunkin_donuts,1
Bristol,25005631500,214.07,56402,2472,starbucks,0
Bristol,25005631600,223.54,47882,4149,dunkin_donuts,1
Bristol,25005631600,223.54,47882,4149,starbucks,0
Bristol,25005631700,252.38,78488,6387,dunkin_donuts,1
Bristol,25005631700,252.38,78488,6387,starbucks,0
Bristol,25005631800,276.24,63586,7150,dunkin_donuts,0
Bristol,25005631800,276.24,63586,7150,starbucks,0
Bristol,25005632100,319.44,85152,6753,dunkin_donuts,1
Bristol,25005632100,319.44,85152,6753,starbucks,0
Bristol,25005632200,301.12,68705,7378,dunkin_donuts,5
Bristol,25005632200,301.12,68705,7378,starbucks,0
Bristol,25005633100,285.39,78047,5284,dunkin_donuts,1
Bristol,25005633100,285.39,78047,5284,starbucks,0
Bristol,25005633200,248.49,88956,6458,dunkin_donuts,1
Bristol,25005633200,248.49,88956,6458,starbucks,0
Bristol,25005640100,249.92,41057,4481,dunkin_donuts,3
Bristol,25005640100,249.92,41057,4481,starbucks,0
Bristol,25005640200,149,-23275,5586,dunkin_donuts,0
Bristol,25005640200,169,-23275,5586,starbucks,0
Bristol,25005640300,184.95,33715,4149,dunkin_donuts,0
Bristol,25005640300,184.95,33715,4149,starbucks,0
Bristol,25005640400,,31941,2829,dunkin_donuts,1
Bristol,25005640400,,31941,2829,starbucks,0
Bristol,25005640500,295,-31375,4589,dunkin_donuts,1
Bristol,25005640500,142,-31375,4589,starbucks,0
Bristol,25005640600,507,-32676,4714,dunkin_donuts,0
Bristol,25005640600,735,-32676,4714,starbucks,0
Bristol,25005640700,,52525,2875,dunkin_donuts,0
Bristol,25005640700,,52525,2875,starbucks,0
Bristol,25005640800,172.54,37940,3857,dunkin_donuts,3
Bristol,25005640800,172.54,37940,3857,starbucks,0
Bristol,25005640901,691,-25247,5086,dunkin_donuts,0
Bristol,25005640901,456,-25247,5086,starbucks,0
Bristol,25005641000,458,-18337,2104,dunkin_donuts,0
Bristol,25005641000,178,-18337,2104,starbucks,0
Bristol,25005641101,663,-14540,2145,dunkin_donuts,2
Bristol,25005641101,69,-14540,2145,starbucks,0
Bristol,25005641200,531,-28362,3357,dunkin_donuts,3
Bristol,25005641200,289,-28362,3357,starbucks,0
Bristol,25005641300,551,-22547,5032,dunkin_donuts,0
Bristol,25005641300,667,-22547,5032,starbucks,0
Bristol,25005641400,753,-25347,2420,dunkin_donuts,1
Bristol,25005641400,513,-25347,2420,starbucks,0
Bristol,25005641500,243,-30368,2279,dunkin_donuts,0
Bristol,25005641500,880,-30368,2279,starbucks,0
Bristol,25005641600,,51220,2327,dunkin_donuts,0
Bristol,25005641600,,51220,2327,starbucks,0
Bristol,25005641700,260.24,49375,5496,dunkin_donuts,0
Bristol,25005641700,260.24,49375,5496,starbucks,0
Bristol,25005641800,,45560,2179,dunkin_donuts,0
Bristol,25005641800,,45560,2179,starbucks,0
Bristol,25005641900,540,-30069,2068,dunkin_donuts,1
Bristol,25005641900,571,-30069,2068,starbucks,0
Bristol,25005642000,63,-29375,2967,dunkin_donuts,1
Bristol,25005642000,262,-29375,2967,starbucks,0
Bristol,25005642100,115.14,38906,4393,dunkin_donuts,0
Bristol,25005642100,115.14,38906,4393,starbucks,0
Bristol,25005642200,177.49,41171,3841,dunkin_donuts,0
Bristol,25005642200,177.49,41171,3841,starbucks,0
Bristol,25005642300,223,75083,2275,dunkin_donuts,0
Bristol,25005642300,223,75083,2275,starbucks,0
Bristol,25005642400,255.91,41958,3172,dunkin_donuts,1
Bristol,25005642400,255.91,41958,3172,starbucks,0
Bristol,25005642500,167.51,64130,4535,dunkin_donuts,3
Bristol,25005642500,167.51,64130,4535,starbucks,0
Bristol,25005644101,233,80536,6040,dunkin_donuts,1
Bristol,25005644101,233,80536,6040,starbucks,0
Bristol,25005644102,251.09,86442,5029,dunkin_donuts,1
Bristol,25005644102,251.09,86442,5029,starbucks,0
Bristol,25005644200,254.56,57790,7193,dunkin_donuts,3
Bristol,25005644200,254.56,57790,7193,starbucks,0
Bristol,25005645101,278.69,71553,4497,dunkin_donuts,1
Bristol,25005645101,278.69,71553,4497,starbucks,0
Bristol,25005645102,254.07,74826,5602,dunkin_donuts,0
Bristol,25005645102,254.07,74826,5602,starbucks,0
Bristol,25005645103,268.46,84113,5906,dunkin_donuts,4
Bristol,25005645103,268.46,84113,5906,starbucks,1
Bristol,25005646101,262.58,74904,7508,dunkin_donuts,1
Bristol,25005646101,262.58,74904,7508,starbucks,0
Bristol,25005646103,269.14,90417,5628,dunkin_donuts,0
Bristol,25005646103,269.14,90417,5628,starbucks,0
Bristol,25005646104,228,93750,2511,dunkin_donuts,0
Bristol,25005646104,228,93750,2511,starbucks,0
Bristol,25005650101,231.98,65944,5985,dunkin_donuts,1
Bristol,25005650101,231.98,65944,5985,starbucks,0
Bristol,25005650102,189.29,45735,4770,dunkin_donuts,1
Bristol,25005650102,189.29,45735,4770,starbucks,0
Bristol,25005650201,196.28,48138,3144,dunkin_donuts,1
Bristol,25005650201,196.28,48138,3144,starbucks,0
Bristol,25005650202,136.1,45128,2190,dunkin_donuts,1
Bristol,25005650202,136.1,45128,2190,starbucks,0
Bristol,25005650300,165.03,50034,3432,dunkin_donuts,1
Bristol,25005650300,165.03,50034,3432,starbucks,0
Bristol,25005650400,583,-37832,3370,dunkin_donuts,0
Bristol,25005650400,493,-37832,3370,starbucks,0
Bristol,25005650500,795,-38497,3063,dunkin_donuts,1
Bristol,25005650500,550,-38497,3063,starbucks,0
Bristol,25005650600,824,-22688,2663,dunkin_donuts,0
Bristol,25005650600,845,-22688,2663,starbucks,0
Bristol,25005650700,136,-34844,2299,dunkin_donuts,0
Bristol,25005650700,507,-34844,2299,starbucks,0
Bristol,25005650800,925,-26492,3398,dunkin_donuts,0
Bristol,25005650800,825,-26492,3398,starbucks,0
Bristol,25005650900,,21775,2878,dunkin_donuts,1
Bristol,25005650900,,21775,2878,starbucks,0
Bristol,25005651001,179.03,39750,2979,dunkin_donuts,1
Bristol,25005651001,179.03,39750,2979,starbucks,0
Bristol,25005651002,182.52,57632,3674,dunkin_donuts,3
Bristol,25005651002,182.52,57632,3674,starbucks,0
Bristol,25005651100,72.94,23477,4145,dunkin_donuts,1
Bristol,25005651100,72.94,23477,4145,starbucks,0
Bristol,25005651200,982,-32765,2379,dunkin_donuts,1
Bristol,25005651200,623,-32765,2379,starbucks,0
Bristol,25005651300,332,-26989,2132,dunkin_donuts,0
Bristol,25005651300,893,-26989,2132,starbucks,0
Bristol,25005651400,,38970,3221,dunkin_donuts,0
Bristol,25005651400,,38970,3221,starbucks,0
Bristol,25005651500,160.84,34902,3092,dunkin_donuts,0
Bristol,25005651500,160.84,34902,3092,starbucks,0
Bristol,25005651600,164.74,50709,4438,dunkin_donuts,0
Bristol,25005651600,164.74,50709,4438,starbucks,0
Bristol,25005651700,166,-20845,2223,dunkin_donuts,0
Bristol,25005651700,922,-20845,2223,starbucks,0
Bristol,25005651800,880,-13750,1702,dunkin_donuts,2
Bristol,25005651800,232,-13750,1702,starbucks,0
Bristol,25005651900,510,-27772,1787,dunkin_donuts,0
Bristol,25005651900,159,-27772,1787,starbucks,0
Bristol,25005652000,85.18,33841,2491,dunkin_donuts,0
Bristol,25005652000,85.18,33841,2491,starbucks,0
Bristol,25005652100,184.67,48636,2677,dunkin_donuts,0
Bristol,25005652100,184.67,48636,2677,starbucks,0
Bristol,25005652200,165,63897,3078,dunkin_donuts,0
Bristol,25005652200,165,63897,3078,starbucks,0
Bristol,25005652300,856,-36159,3203,dunkin_donuts,0
Bristol,25005652300,907,-36159,3203,starbucks,0
Bristol,25005652400,517,-25313,2432,dunkin_donuts,1
Bristol,25005652400,426,-25313,2432,starbucks,0
Bristol,25005652500,375,-26623,2345,dunkin_donuts,0
Bristol,25005652500,411,-26623,2345,starbucks,0
Bristol,25005652600,554,-26802,3059,dunkin_donuts,0
Bristol,25005652600,176,-26802,3059,starbucks,0
Bristol,25005652700,331,-22704,3516,dunkin_donuts,1
Bristol,25005652700,567,-22704,3516,starbucks,0
Bristol,25005652800,196.96,55200,3108,dunkin_donuts,0
Bristol,25005652800,196.96,55200,3108,starbucks,0
Bristol,25005653101,235.23,57270,6245,dunkin_donuts,5
Bristol,25005653101,235.23,57270,6245,starbucks,1
Bristol,25005653102,200.12,84630,5991,dunkin_donuts,0
Bristol,25005653102,200.12,84630,5991,starbucks,0
Bristol,25005653203,211.58,57337,5274,dunkin_donuts,1
Bristol,25005653203,211.58,57337,5274,starbucks,0
Bristol,25005653204,200.91,77917,3194,dunkin_donuts,0
Bristol,25005653204,200.91,77917,3194,starbucks,0
Bristol,25005653301,239.23,61538,5207,dunkin_donuts,1
Bristol,25005653301,239.23,61538,5207,starbucks,0
Bristol,25005653304,267.68,93934,3356,dunkin_donuts,0
Bristol,25005653304,267.68,93934,3356,starbucks,0
Bristol,25005654100,228.37,83393,6994,dunkin_donuts,0
Bristol,25005654100,228.37,83393,6994,starbucks,0
Bristol,25005654200,261.26,62135,3335,dunkin_donuts,2
Bristol,25005654200,261.26,62135,3335,starbucks,0
Bristol,25005655100,196.98,69942,4003,dunkin_donuts,0
Bristol,25005655100,196.98,69942,4003,starbucks,0
Bristol,25005655200,266.31,38958,4648,dunkin_donuts,1
Bristol,25005655200,266.31,38958,4648,starbucks,0
Bristol,25005655300,185.76,60153,3318,dunkin_donuts,1
Bristol,25005655300,185.76,60153,3318,starbucks,0
Bristol,25005655400,296.66,67588,4002,dunkin_donuts,0
Bristol,25005655400,296.66,67588,4002,starbucks,0
Bristol,25005985500,193.24,78319,5117,dunkin_donuts,0
Bristol,25005985500,193.24,78319,5117,starbucks,0
Bristol,25005985600,208.18,135976,5656,dunkin_donuts,3
Bristol,25005985600,208.18,135976,5656,starbucks,0
Essex,25009201100,252.62,65083,3451,dunkin_donuts,1
Essex,25009201100,252.62,65083,3451,starbucks,0
Essex,25009202101,225.5,107353,1971,dunkin_donuts,0
Essex,25009202101,225.5,107353,1971,starbucks,0
Essex,25009202102,243.62,71447,5798,dunkin_donuts,1
Essex,25009202102,243.62,71447,5798,starbucks,1
Essex,25009202200,243.53,128095,6143,dunkin_donuts,0
Essex,25009202200,243.53,128095,6143,starbucks,0
Essex,25009203100,444.74,118482,6757,dunkin_donuts,0
Essex,25009203100,444.74,118482,6757,starbucks,0
Essex,25009203200,232.37,99848,4786,dunkin_donuts,0
Essex,25009203200,232.37,99848,4786,starbucks,0
Essex,25009203301,246.53,81520,4222,dunkin_donuts,0
Essex,25009203301,246.53,81520,4222,starbucks,1
Essex,25009203302,237.86,84583,4398,dunkin_donuts,0
Essex,25009203302,237.86,84583,4398,starbucks,0
Essex,25009204101,236.7,57443,4993,dunkin_donuts,0
Essex,25009204101,236.7,57443,4993,starbucks,0
Essex,25009204102,206.46,71698,5048,dunkin_donuts,1
Essex,25009204102,206.46,71698,5048,starbucks,0
Essex,25009204200,225.04,44222,5160,dunkin_donuts,1
Essex,25009204200,225.04,44222,5160,starbucks,1
Essex,25009204300,95,-41659,3865,dunkin_donuts,1
Essex,25009204300,428,-41659,3865,starbucks,0
Essex,25009204400,261.02,65000,3347,dunkin_donuts,0
Essex,25009204400,261.02,65000,3347,starbucks,0
Essex,25009204500,227.59,71556,3005,dunkin_donuts,1
Essex,25009204500,227.59,71556,3005,starbucks,0
Essex,25009204600,222.63,52292,4781,dunkin_donuts,2
Essex,25009204600,222.63,52292,4781,starbucks,0
Essex,25009204701,211.38,53325,6444,dunkin_donuts,1
Essex,25009204701,211.38,53325,6444,starbucks,0
Essex,25009204702,268.33,63333,5678,dunkin_donuts,2
Essex,25009204702,268.33,63333,5678,starbucks,0
Essex,25009205100,227.58,82353,5128,dunkin_donuts,1
Essex,25009205100,227.58,82353,5128,starbucks,0
Essex,25009205200,218.4,59441,5562,dunkin_donuts,2
Essex,25009205200,218.4,59441,5562,starbucks,0
Essex,25009205300,249.16,87159,4555,dunkin_donuts,0
Essex,25009205300,249.16,87159,4555,starbucks,0
Essex,25009205400,232.94,96905,4878,dunkin_donuts,1
Essex,25009205400,232.94,96905,4878,starbucks,0
Essex,25009205500,169.94,48772,4787,dunkin_donuts,0
Essex,25009205500,169.94,48772,4787,starbucks,0
Essex,25009205600,193.69,36830,3900,dunkin_donuts,1
Essex,25009205600,193.69,36830,3900,starbucks,0
Essex,25009205700,249.3,70143,4818,dunkin_donuts,0
Essex,25009205700,249.3,70143,4818,starbucks,0
Essex,25009205800,128.63,54132,3414,dunkin_donuts,0
Essex,25009205800,128.63,54132,3414,starbucks,0
Essex,25009205900,199.13,61310,4468,dunkin_donuts,0
Essex,25009205900,199.13,61310,4468,starbucks,0
Essex,25009206000,239,-35060,3104,dunkin_donuts,0
Essex,25009206000,982,-35060,3104,starbucks,0
Essex,25009206100,189,-25298,4137,dunkin_donuts,0
Essex,25009206100,60,-25298,4137,starbucks,0
Essex,25009206200,208.29,36934,5312,dunkin_donuts,0
Essex,25009206200,208.29,36934,5312,starbucks,0
Essex,25009206300,215.3,53462,3912,dunkin_donuts,0
Essex,25009206300,215.3,53462,3912,starbucks,0
Essex,25009206400,193.91,54171,5557,dunkin_donuts,0
Essex,25009206400,193.91,54171,5557,starbucks,0
Essex,25009206500,196.31,44938,3316,dunkin_donuts,0
Essex,25009206500,196.31,44938,3316,starbucks,0
Essex,25009206600,182.29,42542,4149,dunkin_donuts,1
Essex,25009206600,182.29,42542,4149,starbucks,0
Essex,25009206700,132.65,35493,4147,dunkin_donuts,0
Essex,25009206700,132.65,35493,4147,starbucks,0
Essex,25009206800,,21038,3377,dunkin_donuts,1
Essex,25009206800,,21038,3377,starbucks,0
Essex,25009206900,48,-26589,4360,dunkin_donuts,0
Essex,25009206900,985,-26589,4360,starbucks,0
Essex,25009207000,86,-19708,2135,dunkin_donuts,2
Essex,25009207000,315,-19708,2135,starbucks,0
Essex,25009207100,502,-37284,3341,dunkin_donuts,0
Essex,25009207100,657,-37284,3341,starbucks,0
Essex,25009207200,104.6,26092,2932,dunkin_donuts,0
Essex,25009207200,104.6,26092,2932,starbucks,1
Essex,25009208101,258.97,80357,5208,dunkin_donuts,1
Essex,25009208101,258.97,80357,5208,starbucks,0
Essex,25009208102,223.51,71538,3492,dunkin_donuts,1
Essex,25009208102,223.51,71538,3492,starbucks,0
Essex,25009208200,273.11,71231,5281,dunkin_donuts,1
Essex,25009208200,273.11,71231,5281,starbucks,0
Essex,25009208300,267.99,75547,7297,dunkin_donuts,1
Essex,25009208300,267.99,75547,7297,starbucks,1
Essex,25009208400,264.09,89000,6091,dunkin_donuts,5
Essex,25009208400,264.09,89000,6091,starbucks,1
Essex,25009209100,280.4,108867,6271,dunkin_donuts,1
Essex,25009209100,280.4,108867,6271,starbucks,1
Essex,25009209200,299.27,121127,5787,dunkin_donuts,0
Essex,25009209200,299.27,121127,5787,starbucks,0
Essex,25009210100,411.08,89914,6802,dunkin_donuts,0
Essex,25009210100,411.08,89914,6802,starbucks,0
Essex,25009210200,262.15,100298,5345,dunkin_donuts,2
Essex,25009210200,262.15,100298,5345,starbucks,0
Essex,25009210300,281.22,54012,8229,dunkin_donuts,3
Essex,25009210300,281.22,54012,8229,starbucks,2
Essex,25009210400,267.18,71150,7034,dunkin_donuts,0
Essex,25009210400,267.18,71150,7034,starbucks,0
Essex,25009210500,251.04,82509,6519,dunkin_donuts,1
Essex,25009210500,251.04,82509,6519,starbucks,0
Essex,25009210600,215.86,57431,4472,dunkin_donuts,0
Essex,25009210600,215.86,57431,4472,starbucks,0
Essex,25009210700,222.75,48006,4470,dunkin_donuts,0
Essex,25009210700,222.75,48006,4470,starbucks,0
Essex,25009210800,,33458,4805,dunkin_donuts,0
Essex,25009210800,,33458,4805,starbucks,0
Essex,25009210900,215.59,59844,4192,dunkin_donuts,0
Essex,25009210900,215.59,59844,4192,starbucks,0
Essex,25009211100,266.13,65761,3962,dunkin_donuts,1
Essex,25009211100,266.13,65761,3962,starbucks,0
Essex,25009211200,229.01,67194,6200,dunkin_donuts,4
Essex,25009211200,229.01,67194,6200,starbucks,0
Essex,25009211300,332.8,93984,7233,dunkin_donuts,0
Essex,25009211300,332.8,93984,7233,starbucks,0
Essex,25009211401,228.99,76906,3574,dunkin_donuts,1
Essex,25009211401,228.99,76906,3574,starbucks,0
Essex,25009211402,261.69,79879,6106,dunkin_donuts,3
Essex,25009211402,261.69,79879,6106,starbucks,0
Essex,25009212100,296.12,105646,9273,dunkin_donuts,4
Essex,25009212100,296.12,105646,9273,starbucks,0
Essex,25009213100,248,127813,8105,dunkin_donuts,0
Essex,25009213100,248,127813,8105,starbucks,0
Essex,25009214100,260.53,121157,6286,dunkin_donuts,1
Essex,25009214100,260.53,121157,6286,starbucks,0
Essex,25009215101,246.12,119688,5076,dunkin_donuts,1
Essex,25009215101,246.12,119688,5076,starbucks,0
Essex,25009215102,244.64,100559,3022,dunkin_donuts,0
Essex,25009215102,244.64,100559,3022,starbucks,0
Essex,25009216100,226.12,116875,5039,dunkin_donuts,0
Essex,25009216100,226.12,116875,5039,starbucks,0
Essex,25009217100,264.57,90677,7678,dunkin_donuts,4
Essex,25009217100,264.57,90677,7678,starbucks,1
Essex,25009217201,232.69,69702,4399,dunkin_donuts,0
Essex,25009217201,232.69,69702,4399,starbucks,0
Essex,25009217202,281.57,95000,3454,dunkin_donuts,0
Essex,25009217202,281.57,95000,3454,starbucks,1
Essex,25009217300,233.01,55242,4370,dunkin_donuts,2
Essex,25009217300,233.01,55242,4370,starbucks,0
Essex,25009217400,237.68,53301,5250,dunkin_donuts,1
Essex,25009217400,237.68,53301,5250,starbucks,0
Essex,25009217500,311.36,71675,6457,dunkin_donuts,0
Essex,25009217500,311.36,71675,6457,starbucks,0
Essex,25009217600,287.13,92191,8762,dunkin_donuts,2
Essex,25009217600,287.13,92191,8762,starbucks,0
Essex,25009218100,278.76,89313,5247,dunkin_donuts,1
Essex,25009218100,278.76,89313,5247,starbucks,0
Essex,25009220101,258.58,75270,4066,dunkin_donuts,0
Essex,25009220101,258.58,75270,4066,starbucks,0
Essex,25009220102,230.3,60250,3012,dunkin_donuts,1
Essex,25009220102,230.3,60250,3012,starbucks,0
Essex,25009221100,274.58,86424,4580,dunkin_donuts,0
Essex,25009221100,274.58,86424,4580,starbucks,0
Essex,25009221300,264.23,67670,4583,dunkin_donuts,1
Essex,25009221300,264.23,67670,4583,starbucks,0
Essex,25009221400,237.69,50026,3262,dunkin_donuts,0
Essex,25009221400,237.69,50026,3262,starbucks,0
Essex,25009221500,586,-35594,2806,dunkin_donuts,3
Essex,25009221500,445,-35594,2806,starbucks,0
Essex,25009221600,,44115,2516,dunkin_donuts,0
Essex,25009221600,,44115,2516,starbucks,0
Essex,25009221700,243.37,44360,2130,dunkin_donuts,1
Essex,25009221700,243.37,44360,2130,starbucks,0
Essex,25009221800,241.25,79196,1739,dunkin_donuts,0
Essex,25009221800,241.25,79196,1739,starbucks,0
Essex,25009221901,236.76,84509,3540,dunkin_donuts,2
Essex,25009221901,236.76,84509,3540,starbucks,0
Essex,25009221902,243.49,69357,4081,dunkin_donuts,1
Essex,25009221902,243.49,69357,4081,starbucks,0
Essex,25009222100,262.19,89185,3580,dunkin_donuts,1
Essex,25009222100,262.19,89185,3580,starbucks,0
Essex,25009223100,260.25,64080,4204,dunkin_donuts,0
Essex,25009223100,260.25,64080,4204,starbucks,0
Essex,25009223200,258.53,59571,3651,dunkin_donuts,1
Essex,25009223200,258.53,59571,3651,starbucks,0
Essex,25009223300,265.32,101167,5625,dunkin_donuts,0
Essex,25009223300,265.32,101167,5625,starbucks,0
Essex,25009250100,63,-17269,2448,dunkin_donuts,1
Essex,25009250100,903,-17269,2448,starbucks,0
Essex,25009250200,190.81,58500,5575,dunkin_donuts,0
Essex,25009250200,190.81,58500,5575,starbucks,0
Essex,25009250300,767,-39125,2274,dunkin_donuts,1
Essex,25009250300,206,-39125,2274,starbucks,0
Essex,25009250400,820,-20146,3771,dunkin_donuts,0
Essex,25009250400,710,-20146,3771,starbucks,0
Essex,25009250500,980,-34422,3865,dunkin_donuts,0
Essex,25009250500,488,-34422,3865,starbucks,0
Essex,25009250600,870,-53269,5770,dunkin_donuts,0
Essex,25009250600,384,-53269,5770,starbucks,0
Essex,25009250700,232,-33333,5165,dunkin_donuts,0
Essex,25009250700,686,-33333,5165,starbucks,0
Essex,25009250800,162.73,34111,6525,dunkin_donuts,1
Essex,25009250800,162.73,34111,6525,starbucks,0
Essex,25009250900,436,-23587,2279,dunkin_donuts,0
Essex,25009250900,240,-23587,2279,starbucks,0
Essex,25009251000,816,-26696,1490,dunkin_donuts,0
Essex,25009251000,331,-26696,1490,starbucks,0
Essex,25009251100,323,-17785,3011,dunkin_donuts,0
Essex,25009251100,744,-17785,3011,starbucks,0
Essex,25009251200,575,-19020,1408,dunkin_donuts,0
Essex,25009251200,379,-19020,1408,starbucks,0
Essex,25009251300,615,-26605,3139,dunkin_donuts,0
Essex,25009251300,394,-26605,3139,starbucks,0
Essex,25009251400,126.29,33667,5204,dunkin_donuts,0
Essex,25009251400,126.29,33667,5204,starbucks,0
Essex,25009251500,135.1,34060,6519,dunkin_donuts,2
Essex,25009251500,135.1,34060,6519,starbucks,0
Essex,25009251600,155.86,29815,5860,dunkin_donuts,1
Essex,25009251600,155.86,29815,5860,starbucks,0
Essex,25009251700,169.43,42609,5784,dunkin_donuts,3
Essex,25009251700,169.43,42609,5784,starbucks,0
Essex,25009251800,222.18,67294,7277,dunkin_donuts,0
Essex,25009251800,222.18,67294,7277,starbucks,0
Essex,25009252101,194.23,62083,3442,dunkin_donuts,1
Essex,25009252101,194.23,62083,3442,starbucks,0
Essex,25009252102,252.26,109470,4105,dunkin_donuts,1
Essex,25009252102,252.26,109470,4105,starbucks,0
Essex,25009252201,205.1,76786,3437,dunkin_donuts,0
Essex,25009252201,205.1,76786,3437,starbucks,0
Essex,25009252202,217,93393,3121,dunkin_donuts,0
Essex,25009252202,217,93393,3121,starbucks,0
Essex,25009252300,211.02,41835,6619,dunkin_donuts,1
Essex,25009252300,211.02,41835,6619,starbucks,0
Essex,25009252400,189.76,40463,4197,dunkin_donuts,1
Essex,25009252400,189.76,40463,4197,starbucks,0
Essex,25009252501,181.2,70395,3925,dunkin_donuts,1
Essex,25009252501,181.2,70395,3925,starbucks,0
Essex,25009252502,220.95,63704,4560,dunkin_donuts,1
Essex,25009252502,220.95,63704,4560,starbucks,1
Essex,25009252601,239.92,71780,7372,dunkin_donuts,1
Essex,25009252601,239.92,71780,7372,starbucks,0
Essex,25009252602,225.94,96250,4346,dunkin_donuts,1
Essex,25009252602,225.94,96250,4346,starbucks,1
Essex,25009252603,206.8,79805,3035,dunkin_donuts,0
Essex,25009252603,206.8,79805,3035,starbucks,0
Essex,25009253100,220.51,69292,5399,dunkin_donuts,1
Essex,25009253100,220.51,69292,5399,starbucks,0
Essex,25009253201,190.9,71050,2891,dunkin_donuts,2
Essex,25009253201,190.9,71050,2891,starbucks,0
Essex,25009253202,197.91,72371,6570,dunkin_donuts,1
Essex,25009253202,197.91,72371,6570,starbucks,1
Essex,25009253203,191.29,144762,4151,dunkin_donuts,1
Essex,25009253203,191.29,144762,4151,starbucks,0
Essex,25009253204,195.62,148245,5589,dunkin_donuts,2
